#{"t_start": 1761629247.7457414, "env_id": "HalfCheetah-v5"}
r,l,t
1491.614412,1000,54.124519
1462.867215,1000,54.726362
1620.325815,1000,54.910607
1589.831941,1000,55.527627
1645.706099,1000,55.710458
1674.290553,1000,56.312379
1618.369431,1000,56.495004
1631.106676,1000,57.037092
1628.898534,1000,57.220918
1608.802225,1000,57.762859
1652.547476,1000,57.946954
1662.09643,1000,58.499078
1612.435131,1000,58.683179
1632.643871,1000,59.322412
1589.04243,1000,59.509835
1557.575228,1000,60.180219
1662.386522,1000,60.363361
1360.205853,1000,60.915725
1698.386751,1000,61.099499
1650.826846,1000,61.639961
1583.33968,1000,61.825203
1505.330367,1000,62.363426
1631.714209,1000,62.546812
1610.09481,1000,63.09182
1644.802491,1000,63.276363
1584.49695,1000,63.816808
1633.804969,1000,64.000657
1638.366974,1000,64.547751
1675.78679,1000,64.731222
1654.330002,1000,65.268131
1502.167802,1000,65.453093
1531.526206,1000,65.637184
1612.859288,1000,66.19274
1616.439329,1000,66.376439
1616.371558,1000,66.927578
1662.965426,1000,67.111716
1656.748918,1000,67.664024
528.200311,1000,67.850008
1660.934383,1000,68.387462
1619.985988,1000,68.570171
1615.097907,1000,69.106996
1641.141543,1000,69.290194
1576.754031,1000,69.843105
1589.145386,1000,70.026267
1666.825675,1000,70.653384
1583.450687,1000,70.8377
1617.072521,1000,71.429189
1602.287754,1000,71.61215
1643.472709,1000,72.154552
793.396325,1000,72.339554
1505.428069,1000,72.892099
1347.33229,1000,73.076054
569.905104,1000,73.645407
1627.563321,1000,73.829265
1628.334546,1000,74.373185
1609.784744,1000,74.556426
1407.46485,1000,75.196718
1597.740159,1000,75.380676
1615.997303,1000,75.920103
1623.374952,1000,76.10346
1647.887948,1000,76.669292
1664.167391,1000,76.871889
1689.73172,1000,77.4123
1497.403712,1000,77.596909
1666.139008,1000,78.152375
1626.033966,1000,78.337789
1461.901888,1000,78.876869
1644.605284,1000,79.061337
1592.582312,1000,79.5999
1625.916779,1000,79.784795
1606.486631,1000,80.503545
1634.212703,1000,80.689229
1632.55327,1000,81.229695
1614.557518,1000,81.415623
1638.651183,1000,81.602271
1504.328405,1000,82.155328
1693.716011,1000,82.342615
1674.323414,1000,82.893984
1641.685935,1000,83.079139
1572.660205,1000,83.618791
1661.910938,1000,83.803011
1647.556227,1000,84.348365
1639.585984,1000,84.533341
1573.006497,1000,85.144256
1634.070585,1000,85.330145
1676.950971,1000,85.867581
1640.434621,1000,86.052624
1625.05236,1000,86.592232
1603.55813,1000,86.777887
1566.526453,1000,87.336303
1629.100925,1000,87.520326
1606.760434,1000,88.058746
1671.625779,1000,88.243404
1633.832369,1000,88.800887
1644.951695,1000,88.985373
1675.984419,1000,89.525275
1655.842983,1000,89.709948
1640.147859,1000,90.250094
1665.872468,1000,90.435943
1635.567236,1000,91.099216
1590.568355,1000,91.284959
1527.384627,1000,91.894995
1667.950579,1000,92.080148
682.797864,1000,92.63633
1675.97221,1000,92.820918
1690.978793,1000,93.378077
1636.259982,1000,93.563263
1646.200322,1000,94.105949
1598.439359,1000,94.291578
1604.70406,1000,94.841624
1679.35344,1000,95.026736
1642.303845,1000,95.721266
1615.987109,1000,95.906327
1585.290007,1000,96.445824
1692.850246,1000,96.631153
1556.975125,1000,96.815765
1675.688955,1000,97.364739
1525.622717,1000,97.549066
1651.767768,1000,98.099893
1655.416935,1000,98.283648
1644.192938,1000,98.826768
1634.828826,1000,99.012709
1652.075799,1000,99.559165
1659.312128,1000,99.778441
1593.441018,1000,100.320961
1681.043618,1000,100.506264
1580.453301,1000,101.070827
1581.07485,1000,101.255582
1656.704806,1000,101.814229
1571.223763,1000,101.999117
1651.360496,1000,102.554469
1639.881596,1000,102.73937
1555.181459,1000,103.362501
1675.887853,1000,103.546617
1620.888115,1000,104.089599
1660.759745,1000,104.275616
1729.625725,1000,104.839426
1614.544692,1000,105.042399
1637.848891,1000,105.602271
1645.036214,1000,105.786679
1552.22637,1000,106.349592
1501.904995,1000,106.534929
1624.410107,1000,107.144613
1663.507604,1000,107.331112
1637.204517,1000,107.988929
1580.56071,1000,108.173144
1625.353827,1000,108.713068
1511.144989,1000,108.898406
1617.340784,1000,109.43637
1469.141562,1000,109.621491
1485.743239,1000,110.176893
1654.109226,1000,110.361768
1620.289112,1000,110.909893
1612.285326,1000,111.095091
1666.354088,1000,111.685583
1584.175089,1000,111.869492
1489.315068,1000,112.425188
1656.156751,1000,112.610168
1672.012256,1000,112.79597
1661.582949,1000,113.331998
1599.82195,1000,113.520606
1623.906483,1000,114.070908
1659.551274,1000,114.253909
1666.872775,1000,114.806065
1630.857641,1000,114.990333
1516.528278,1000,115.526452
1663.35126,1000,115.710211
1690.730898,1000,116.28467
1695.504509,1000,116.468861
1599.393667,1000,117.008316
1659.781446,1000,117.192919
1615.448499,1000,117.732635
1672.146127,1000,117.916651
1639.281275,1000,118.543878
1645.127989,1000,118.728176
1671.147067,1000,119.315818
1688.602425,1000,119.500689
1695.939239,1000,120.157107
1671.059286,1000,120.34024
1590.741919,1000,120.908691
1699.030442,1000,121.092802
1606.900949,1000,121.636377
1663.060352,1000,121.821323
1677.642363,1000,122.365155
1617.495698,1000,122.550274
1594.519082,1000,123.096473
1669.237403,1000,123.281601
1538.862407,1000,123.844481
1641.798056,1000,124.029325
1602.625193,1000,124.688788
1649.977258,1000,124.873515
1653.487056,1000,125.417271
1674.486801,1000,125.601051
1627.397221,1000,126.153448
1640.655549,1000,126.338395
1608.590567,1000,126.880911
1641.856378,1000,127.065554
1603.381886,1000,127.610426
1612.221578,1000,127.79627
1667.452823,1000,128.340495
724.618097,1000,128.527649
1611.164016,1000,128.712241
1539.579935,1000,129.255164
1622.097222,1000,129.43937
1679.124331,1000,129.994879
1630.823911,1000,130.179664
1599.971951,1000,130.720182
1575.213859,1000,130.905062
1608.522295,1000,131.445859
1689.88074,1000,131.630468
477.479922,1000,132.179816
1622.1181,1000,132.363933
1634.195525,1000,132.930969
1667.689058,1000,133.114805
1635.41115,1000,133.668875
1637.577487,1000,133.854663
1594.010028,1000,134.396391
1361.215368,1000,134.580656
1451.445361,1000,135.137596
1635.628924,1000,135.322379
1621.32586,1000,136.026307
1639.113551,1000,136.210263
1632.780072,1000,136.749412
1668.457518,1000,136.934284
1629.178557,1000,137.475085
1591.240452,1000,137.657984
1540.121441,1000,138.199605
1667.75601,1000,138.383289
1616.239463,1000,139.093302
1680.827442,1000,139.278358
1617.252407,1000,139.819494
1643.258663,1000,140.004251
1627.746199,1000,140.546897
1690.719256,1000,140.731443
1637.524021,1000,141.28781
1582.756039,1000,141.47461
1638.596362,1000,142.086282
1589.189219,1000,142.272245
1654.878984,1000,142.870213
1665.984239,1000,143.055962
