#{"t_start": 1760901452.839272, "env_id": "HalfCheetah-v5"}
r,l,t
1559.336488,1000,1.356853
1585.59577,1000,2.172477
1550.492069,1000,6.160206
1463.033556,1000,6.927833
1547.650426,1000,11.127209
1594.838608,1000,11.983194
1585.053939,1000,16.04069
1605.625629,1000,16.835146
1610.149407,1000,22.251338
1607.244857,1000,23.232626
1505.389067,1000,29.840407
1635.272035,1000,30.70782
1559.905554,1000,38.672452
1582.146833,1000,39.598292
1581.15488,1000,44.632571
1555.982949,1000,45.419818
1622.788468,1000,49.038149
1533.737892,1000,49.862655
1618.190231,1000,54.169103
1579.72083,1000,54.934701
1682.193808,1000,58.712353
1601.385914,1000,59.445853
1626.47981,1000,63.082029
1602.126343,1000,63.839504
1610.795926,1000,67.579957
1611.578661,1000,68.297162
1648.374194,1000,72.158554
1590.338732,1000,72.921148
1585.163124,1000,77.026465
1610.335782,1000,77.77783
1599.832864,1000,83.116433
1639.440744,1000,83.940397
1579.411316,1000,89.300321
1532.549777,1000,90.155388
1695.114804,1000,94.338088
1597.877245,1000,95.17678
1574.189649,1000,99.383927
1619.187972,1000,100.203282
1630.214617,1000,104.054265
1586.109369,1000,104.860739
1489.266782,1000,108.565243
1596.551128,1000,109.324805
1589.678879,1000,110.094951
1617.879297,1000,114.451014
1632.577939,1000,115.316508
1595.557047,1000,119.921945
1579.753439,1000,120.685127
1506.189198,1000,125.077712
1608.538771,1000,125.840294
1644.210772,1000,129.482852
1632.549879,1000,130.315417
1552.461677,1000,134.017686
1573.517532,1000,134.807945
1332.249569,1000,138.529245
1647.435693,1000,139.301927
1597.998773,1000,143.541482
1601.921241,1000,144.332325
1611.617865,1000,148.954506
1573.597324,1000,149.760402
1602.878654,1000,154.054079
1597.805724,1000,154.856313
1424.593578,1000,158.375557
1590.356884,1000,159.160115
1629.363954,1000,162.931671
1592.930213,1000,163.682447
1567.021712,1000,168.284179
1618.140267,1000,169.119609
981.729902,1000,173.740141
1613.605419,1000,174.509459
1628.330424,1000,179.088936
1590.937301,1000,179.873173
1574.414721,1000,184.562419
1590.374811,1000,185.343625
1649.047908,1000,189.365417
1403.571767,1000,190.152983
1609.885779,1000,194.85101
1157.31553,1000,195.741033
1587.336833,1000,199.97981
1606.705424,1000,200.77792
1583.677685,1000,205.37282
1550.77191,1000,206.116995
1628.812263,1000,212.540904
1559.513039,1000,213.325106
1599.462506,1000,216.936745
1617.646635,1000,217.723406
1571.178331,1000,218.503539
1612.336869,1000,223.200272
1595.25022,1000,223.93819
1654.014245,1000,228.022109
1608.348789,1000,228.769193
1594.893259,1000,232.625481
1336.521495,1000,233.416877
1656.186942,1000,236.991926
1649.412386,1000,237.85356
1481.030408,1000,241.650288
1646.150543,1000,242.44674
1566.370095,1000,246.053415
1645.182254,1000,246.86174
1655.765188,1000,250.396722
1620.29748,1000,251.192432
1632.114391,1000,256.253854
1631.21481,1000,257.133726
1628.787029,1000,263.544962
1485.361493,1000,264.421292
1482.436365,1000,271.736454
1655.205632,1000,272.619663
1605.978672,1000,279.548083
1636.742507,1000,280.34842
1674.433808,1000,284.54687
1597.300853,1000,285.339163
1092.810429,1000,288.920042
1683.667836,1000,289.708359
1594.481783,1000,294.514214
1589.610549,1000,295.233793
1527.399684,1000,298.948647
1633.907119,1000,299.702622
1604.03967,1000,304.139046
1621.099909,1000,304.902793
1635.98397,1000,309.039609
1650.67187,1000,309.81607
1630.99382,1000,313.768424
1594.946537,1000,314.566441
1608.624168,1000,318.944868
1656.77993,1000,319.717064
1314.476912,1000,323.285296
1623.100616,1000,324.110595
1669.459784,1000,328.066237
1635.76955,1000,328.79188
1624.152027,1000,329.559138
1667.319548,1000,333.121107
1688.682662,1000,333.904664
1635.918228,1000,337.46748
1624.960341,1000,338.274293
1512.830558,1000,341.891279
1691.335743,1000,342.668863
1633.466888,1000,347.657333
1608.849161,1000,348.423908
1610.157093,1000,351.994285
1613.894343,1000,352.770495
1685.719644,1000,356.365304
1614.224196,1000,357.160697
1660.75269,1000,361.500152
1607.797327,1000,362.311739
1633.266078,1000,365.848232
1620.583692,1000,366.61117
1603.652782,1000,370.503392
1620.042135,1000,371.273519
1642.740247,1000,374.847868
1605.80879,1000,375.643245
1574.394909,1000,379.569432
1614.164769,1000,380.366775
1611.416908,1000,383.990304
1602.474621,1000,384.813537
1654.15646,1000,388.371865
1514.575392,1000,389.170851
1638.794814,1000,392.750097
1615.316009,1000,393.51505
1614.251616,1000,399.153487
1626.267597,1000,400.089272
1689.087442,1000,405.512872
1641.169691,1000,406.357702
1630.72207,1000,412.678302
1631.019471,1000,413.561897
1629.892808,1000,417.477141
1664.758968,1000,418.312696
1553.904973,1000,423.84648
1656.543078,1000,424.663713
1466.498847,1000,430.243593
1622.370204,1000,431.090681
1612.450586,1000,436.237642
1654.791587,1000,437.02145
1654.709833,1000,437.828998
1606.363026,1000,442.808367
1653.541436,1000,443.60925
1632.94549,1000,449.694282
1611.362663,1000,450.48728
1624.265767,1000,456.699383
1669.454864,1000,457.616927
1646.176713,1000,463.144112
1639.547917,1000,463.88029
1645.037069,1000,468.514721
1693.037022,1000,469.358592
1645.455838,1000,473.941264
1665.277689,1000,474.743203
1636.576543,1000,478.942369
1654.427108,1000,479.776598
1606.386555,1000,484.792947
1667.166397,1000,485.736813
1655.832985,1000,490.848372
1693.528987,1000,491.601637
1648.096871,1000,495.240742
1581.67489,1000,496.010718
1648.944832,1000,499.717051
1609.671508,1000,500.494373
1615.928941,1000,504.706195
1638.435181,1000,505.512401
1593.804232,1000,509.230971
1664.797481,1000,510.059462
1659.711249,1000,514.300886
1633.327763,1000,515.185366
1648.647646,1000,519.683043
1719.877765,1000,520.436811
1619.532329,1000,524.041751
1653.331867,1000,524.880564
1642.474354,1000,528.539134
1569.262044,1000,529.33608
1636.413111,1000,533.136057
1590.06019,1000,533.898499
1639.277332,1000,537.495173
1640.516124,1000,538.284237
1569.395042,1000,542.003833
1625.772995,1000,542.80408
1679.677601,1000,546.394412
1649.837142,1000,547.151303
1670.824064,1000,547.927692
1610.824119,1000,551.642047
1541.147667,1000,552.434999
1670.513688,1000,556.102472
1671.857186,1000,556.879351
1677.032221,1000,560.599237
1604.161298,1000,561.381094
1643.380211,1000,566.106938
1680.514677,1000,566.882518
1670.143185,1000,571.373668
1641.163965,1000,572.121458
1633.907575,1000,576.948925
1640.296478,1000,577.668208
1629.007167,1000,581.29018
1643.773491,1000,582.100848
1622.030829,1000,586.047511
1582.401763,1000,586.83936
1624.514274,1000,591.209936
1667.334953,1000,591.955846
1662.339594,1000,596.349082
1686.85831,1000,597.11351
1619.924306,1000,600.627221
1642.328576,1000,601.38973
1683.564229,1000,605.844359
1620.695886,1000,606.579201
1650.953273,1000,611.306896
1671.805265,1000,612.077912
1653.851046,1000,615.68341
1606.021727,1000,616.463761
1629.312165,1000,620.024343
1526.705441,1000,620.827697
1684.559051,1000,624.348822
1678.13515,1000,625.080326
1635.675629,1000,628.779374
1609.884328,1000,629.525264
1620.634135,1000,633.937335
1623.795499,1000,634.681021
1628.748073,1000,638.379787
1668.144736,1000,639.1186
1609.197056,1000,642.714623
1597.828026,1000,643.464935
1600.663886,1000,644.238359
1644.485729,1000,647.800627
1679.441685,1000,648.604363
1545.858439,1000,652.282538
1589.518079,1000,653.044126
1661.539495,1000,656.657905
1671.940421,1000,657.42785
1627.200822,1000,660.986888
1625.85215,1000,661.756016
1646.986744,1000,665.843645
1617.834132,1000,666.581357
1668.739533,1000,670.521777
1614.906153,1000,671.325094
1669.938937,1000,675.435901
1649.798471,1000,676.158682
1654.951792,1000,679.801457
1673.37929,1000,680.596151
1611.956203,1000,684.244697
1612.537616,1000,684.981446
1650.919224,1000,688.605421
1639.186812,1000,689.394435
1531.456932,1000,693.03356
1679.916703,1000,693.836905
1640.815286,1000,698.596286
1634.942256,1000,699.380519
1653.856989,1000,702.951108
1656.686152,1000,703.733441
1599.940533,1000,708.361352
1653.582249,1000,709.131486
1671.881663,1000,712.644456
1649.470265,1000,713.459453
1615.466994,1000,716.9917
1648.995153,1000,717.771147
1697.629306,1000,721.259716
1633.913903,1000,722.015373
1622.92442,1000,725.566878
1669.28337,1000,726.323074
1667.41451,1000,731.18817
1680.192975,1000,731.990926
1686.647148,1000,735.708763
1638.196998,1000,736.485894
1666.07081,1000,740.061051
1568.672638,1000,740.953573
1667.709442,1000,741.774437
1645.983674,1000,746.387561
1525.765844,1000,747.16034
1612.12372,1000,751.484702
1646.330653,1000,752.296715
1645.570216,1000,756.628432
1711.625635,1000,757.401374
1673.045218,1000,760.90702
1688.348877,1000,761.716551
1618.203502,1000,765.644315
1677.312702,1000,766.489699
1673.403287,1000,770.86432
1683.875483,1000,771.637239
1663.46505,1000,775.741481
1718.543216,1000,776.555299
1657.617367,1000,780.897437
1700.278744,1000,781.683251
1645.329334,1000,785.264904
1649.729245,1000,786.049917
1678.982078,1000,789.60012
1690.099718,1000,790.386203
1679.23804,1000,793.963862
1703.778842,1000,794.741551
1670.838822,1000,798.315933
1660.860798,1000,799.117033
1654.761156,1000,802.768495
1666.177504,1000,803.59577
1509.131118,1000,808.500577
1698.322502,1000,809.238698
1671.874438,1000,812.741367
1709.89794,1000,813.561896
1655.051232,1000,817.104316
1687.193565,1000,817.877295
1695.469739,1000,822.206423
1680.006437,1000,822.994997
1657.606451,1000,826.613209
1668.788911,1000,827.40922
1661.558876,1000,830.990109
1651.93871,1000,831.719964
1691.663368,1000,835.33596
1697.783407,1000,836.056612
