#{"t_start": 1760901452.8197339, "env_id": "HalfCheetah-v5"}
r,l,t
1652.775263,1000,329.579198
1595.316172,1000,333.140945
1623.633795,1000,333.924542
1634.83551,1000,337.487105
1545.284694,1000,338.293675
1668.386237,1000,341.911161
1598.717801,1000,342.688417
1597.130515,1000,347.67684
1422.469188,1000,348.44371
1579.402919,1000,352.013832
1633.79045,1000,352.790087
1605.462941,1000,356.384329
1619.393786,1000,357.180246
1641.046195,1000,361.519691
1606.247612,1000,362.331283
1611.669481,1000,365.867531
1549.922584,1000,366.630727
1649.175147,1000,370.523285
1659.058117,1000,371.293067
1612.51179,1000,374.867434
1649.681235,1000,375.662429
1649.651168,1000,379.589027
1647.00909,1000,380.386352
1540.685985,1000,384.009841
1627.415812,1000,384.83311
1654.470552,1000,388.391733
1631.407781,1000,389.190435
1665.503213,1000,392.769645
1583.025819,1000,393.534962
1647.651014,1000,399.172629
1592.334082,1000,400.10848
1648.146215,1000,405.532775
1666.589652,1000,406.377262
1633.670923,1000,412.697486
1608.154071,1000,413.581451
1616.433415,1000,417.49645
1608.405246,1000,418.332629
1673.035652,1000,423.866399
1669.502011,1000,424.683274
1657.495558,1000,430.263348
1602.280661,1000,431.110223
1668.262343,1000,436.257184
1560.754966,1000,437.041329
1658.508326,1000,437.848314
1633.466935,1000,442.828267
1664.260915,1000,443.628452
1688.872745,1000,449.714082
1632.952317,1000,450.50684
1657.610383,1000,456.719284
1632.091216,1000,457.636842
1678.573205,1000,463.163283
1573.64246,1000,463.899573
1543.318477,1000,468.534341
1673.196742,1000,469.378226
1633.33243,1000,473.960725
1621.09623,1000,474.762752
1653.129153,1000,478.961928
1614.434249,1000,479.795481
1609.56001,1000,484.812411
1624.908376,1000,485.755974
1630.679331,1000,490.867928
1652.574317,1000,491.621491
1620.950033,1000,495.260322
1609.388562,1000,496.03027
1540.190483,1000,499.736568
1617.85022,1000,500.513924
1656.328786,1000,504.726109
1645.924305,1000,505.531935
1635.266457,1000,509.250751
1666.483231,1000,510.078994
1662.013276,1000,514.320021
1661.720213,1000,515.204495
1669.441198,1000,519.702603
1675.34637,1000,520.456332
1581.572059,1000,524.061535
1674.91017,1000,524.900106
1642.738608,1000,528.558323
1648.73275,1000,529.355892
1650.035702,1000,533.155409
1472.189208,1000,533.917818
1608.910101,1000,537.515039
1666.971337,1000,538.304137
1626.146904,1000,542.023247
1646.459625,1000,542.823924
1637.400536,1000,546.414226
1579.496391,1000,547.170501
1556.959476,1000,547.94721
